11/13/2018
7:36:28 PM

0, CH+=0, CH-=199, Range=+/-10, y=a
1, CH+=1, CH-=199, Range=+/-10, y=b
2, CH+=2, CH-=199, Range=+/-10, y=c
3, CH+=3, CH-=199, Range=+/-10, y=d


Time	v0	v1	v2	v3	y0	y1	y2	y3
2.170000	0.965578	1.791746	0.117506	0.446842	0.965578	1.791746	0.117506	0.446842
2.180000	0.955432	1.776532	0.244295	0.274505	0.955432	1.776532	0.244295	0.274505
2.190000	0.955432	1.776532	0.259510	0.208612	0.955432	1.776532	0.259510	0.208612
2.200000	0.960505	1.796817	0.442086	0.391086	0.960505	1.796817	0.442086	0.391086
2.210000	0.960505	1.776532	0.462373	0.335330	0.960505	1.776532	0.462373	0.335330
2.220000	0.940213	1.781603	0.411657	0.223818	0.940213	1.781603	0.411657	0.223818
2.230000	0.950359	1.801889	0.497873	0.462048	0.950359	1.801889	0.497873	0.462048
2.240000	0.950359	1.776532	0.452229	0.294780	0.950359	1.776532	0.452229	0.294780
2.250000	0.965578	1.786674	0.254439	0.244093	0.965578	1.786674	0.254439	0.244093
2.260000	0.965578	1.776532	0.198651	0.137650	0.965578	1.776532	0.198651	0.137650
2.270000	0.955432	1.801889	0.218938	0.538079	0.955432	1.801889	0.218938	0.538079
2.280000	0.960505	1.796817	0.447158	0.603972	0.960505	1.796817	0.447158	0.603972
2.290000	0.955432	1.781603	0.558732	0.456979	0.955432	1.781603	0.558732	0.456979
2.300000	0.950359	1.781603	0.558732	0.239024	0.950359	1.781603	0.558732	0.239024
2.310000	0.945286	1.786674	0.568875	0.279574	0.945286	1.786674	0.568875	0.279574
2.320000	0.945286	1.781603	0.259510	0.198474	0.945286	1.781603	0.259510	0.198474
2.330000	0.970651	1.796817	0.482659	0.456979	0.970651	1.796817	0.482659	0.456979
2.340000	0.960505	1.781603	0.305154	0.360674	0.960505	1.781603	0.305154	0.360674
2.350000	0.945286	1.796817	0.249367	0.568491	0.945286	1.796817	0.249367	0.568491
2.360000	0.950359	1.801889	0.528303	0.710416	0.950359	1.801889	0.528303	0.710416
2.370000	0.945286	1.806960	0.431943	0.796584	0.945286	1.806960	0.431943	0.796584
2.380000	0.945286	1.801889	0.310226	0.791515	0.945286	1.801889	0.310226	0.791515
2.390000	0.960505	1.801889	0.421800	0.832065	0.960505	1.801889	0.421800	0.832065
2.400000	0.950359	1.786674	0.315297	0.492460	0.950359	1.786674	0.315297	0.492460
2.410000	0.965578	1.796817	0.269653	0.502598	0.965578	1.796817	0.269653	0.502598
2.420000	0.975724	1.791746	0.295011	0.436704	0.975724	1.791746	0.295011	0.436704
2.430000	0.970651	1.791746	0.462373	0.487392	0.970651	1.791746	0.462373	0.487392
2.440000	0.970651	1.806960	0.634806	0.664797	0.970651	1.806960	0.634806	0.664797
2.450000	0.970651	1.791746	0.533374	0.629316	0.970651	1.791746	0.533374	0.629316
2.460000	0.950359	1.796817	0.457301	0.558354	0.950359	1.796817	0.457301	0.558354
2.470000	0.965578	1.801889	0.533374	0.629316	0.965578	1.801889	0.533374	0.629316
2.480000	0.950359	1.796817	0.472516	0.548216	0.950359	1.796817	0.472516	0.548216
2.490000	0.955432	1.791746	0.376156	0.451911	0.955432	1.791746	0.376156	0.451911
2.500000	0.970651	1.791746	0.259510	0.183268	0.970651	1.791746	0.259510	0.183268
2.510000	0.945286	1.801889	0.198651	0.416430	0.945286	1.801889	0.198651	0.416430
2.520000	0.940213	1.786674	0.284868	0.183268	0.940213	1.786674	0.284868	0.183268
2.530000	0.945286	1.771460	0.193580	-0.115787	0.945286	1.771460	0.193580	-0.115787
2.540000	0.935140	1.771460	0.066791	-0.419910	0.935140	1.771460	0.066791	-0.419910
2.550000	0.924993	1.766389	-0.054927	-0.526354	0.924993	1.766389	-0.054927	-0.526354
2.560000	0.930066	1.761317	-0.496153	-0.724034	0.930066	1.761317	-0.496153	-0.724034
2.570000	0.940213	1.781603	-0.333863	-0.511147	0.940213	1.781603	-0.333863	-0.511147
